C:\Users\user\Desktop\go_kart\driving_data\IMG\center_2024_12_03_22_36_06_555.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\left_2024_12_03_22_36_06_555.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\right_2024_12_03_22_36_06_555.jpg, 0, 0, 0, 7.836177E-05
C:\Users\user\Desktop\go_kart\driving_data\IMG\center_2024_12_03_22_36_06_664.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\left_2024_12_03_22_36_06_664.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\right_2024_12_03_22_36_06_664.jpg, 0, 0, 0, 8.136996E-05
C:\Users\user\Desktop\go_kart\driving_data\IMG\center_2024_12_03_22_36_06_773.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\left_2024_12_03_22_36_06_773.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\right_2024_12_03_22_36_06_773.jpg, 0, 0, 0, 7.803352E-05
C:\Users\user\Desktop\go_kart\driving_data\IMG\center_2024_12_03_22_36_06_884.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\left_2024_12_03_22_36_06_884.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\right_2024_12_03_22_36_06_884.jpg, 0, 0, 0, 7.929507E-05
C:\Users\user\Desktop\go_kart\driving_data\IMG\center_2024_12_03_22_36_06_993.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\left_2024_12_03_22_36_06_993.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\right_2024_12_03_22_36_06_993.jpg, 0, 0, 0, 7.819042E-05
C:\Users\user\Desktop\go_kart\driving_data\IMG\center_2024_12_03_22_36_07_104.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\left_2024_12_03_22_36_07_104.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\right_2024_12_03_22_36_07_104.jpg, 0, 0, 0, 7.833147E-05
C:\Users\user\Desktop\go_kart\driving_data\IMG\center_2024_12_03_22_36_07_214.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\left_2024_12_03_22_36_07_214.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\right_2024_12_03_22_36_07_214.jpg, 0, 0, 0, 7.868042E-05
C:\Users\user\Desktop\go_kart\driving_data\IMG\center_2024_12_03_22_36_07_324.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\left_2024_12_03_22_36_07_324.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\right_2024_12_03_22_36_07_324.jpg, 0, 0, 0, 8.012645E-05
C:\Users\user\Desktop\go_kart\driving_data\IMG\center_2024_12_03_22_36_07_434.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\left_2024_12_03_22_36_07_434.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\right_2024_12_03_22_36_07_434.jpg, 0, 0, 0, 8.464194E-05
C:\Users\user\Desktop\go_kart\driving_data\IMG\center_2024_12_03_22_36_07_544.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\left_2024_12_03_22_36_07_544.jpg, C:\Users\user\Desktop\go_kart\driving_data\IMG\right_2024_12_03_22_36_07_544.jpg, 0, 0, 0, 8.206967E-05
